,ResponseId,DevType,Country,Amazon Web Services,Heroku,Netlify,Google Cloud,Fly.io,Cloudflare,Firebase,Vercel,Digital Ocean,Hetzner,VMware,Microsoft Azure,Databricks,Oracle Cloud,PythonAnywhere,Render,Supabase,Managed Hosting,OpenShift,OVH,IBM Cloud,Alibaba Cloud,Vultr,Colocation,Linode/Akamai,Scaleway,OpenStack
59041,59042,Software Engineer,Germany,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
59043,59044,Professional Researcher,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59047,59048,Others,Others,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
59049,59050,Full-Stack Developer,Canada,1.0,,,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,
59050,59051,Back-End Developer,Italy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59051,59052,Others,United States,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59052,59053,Full-Stack Developer,India,1.0,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,
59053,59054,Full-Stack Developer,Germany,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
59056,59057,DevOps Engineer,Poland,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59057,59058,Academic Researcher,Poland,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,
59059,59060,Back-End Developer,Others,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59061,59062,DevOps Engineer,United States,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
59064,59065,Others,Others,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59065,59066,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59066,59067,Academic Researcher,Guatemala,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
59070,59071,Professional Researcher,United States,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
59071,59072,Full-Stack Developer,France,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
59072,59073,Others,Czech Republic,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
59073,59074,Software Engineer,Canada,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59075,59076,Full-Stack Developer,India,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
59076,59077,Front-End Developer,United States,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
59077,59078,Software Engineer,Canada,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
59079,59080,Data Science/ML,Russia,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59083,59084,Full-Stack Developer,Taiwan,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,
59084,59085,Back-End Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59086,59087,Front-End Developer,Iran,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
59089,59090,Academic Researcher,Belgium,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
59090,59091,Full-Stack Developer,Canada,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59092,59093,Back-End Developer,Others,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59094,59095,Front-End Developer,United States,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
59095,59096,Software Engineer,Italy,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
59097,59098,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
59099,59100,Full-Stack Developer,United States,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
59100,59101,Back-End Developer,United States,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59107,59108,Full-Stack Developer,Spain,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59110,59111,Full-Stack Developer,India,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
59113,59114,Academic Researcher,France,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59115,59116,Full-Stack Developer,United States,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,
59116,59117,Cyber Security,Netherlands,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59117,59118,Professional Researcher,Germany,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
59120,59121,Data Engineer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
59121,59122,Back-End Developer,Canada,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59122,59123,Full-Stack Developer,India,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
59128,59129,Full-Stack Developer,United States,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
59130,59131,Full-Stack Developer,United States,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,
59131,59132,Full-Stack Developer,India,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59133,59134,Front-End Developer,Croatia,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
59134,59135,Others,Others,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59135,59136,Back-End Developer,United States,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
59140,59141,Others,Sweden,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
59141,59142,Cloud Engineer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59142,59143,Others,Others,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59144,59145,Data Engineer,Ukraine,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0
59145,59146,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59146,59147,Front-End Developer,United States,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
59147,59148,Others,Slovakia,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
59149,59150,Data Engineer,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
59150,59151,Others,Others,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
59154,59155,Cloud Engineer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59158,59159,Full-Stack Developer,Mexico,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59159,59160,Full-Stack Developer,Germany,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59160,59161,Data Science/ML,Italy,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,
59163,59164,Cyber Security,Hungary,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
59168,59169,Back-End Developer,Lithuania,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,
59172,59173,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59175,59176,ML Engineer,France,1.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,
59177,59178,Back-End Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59179,59180,Others,Others,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59181,59182,Data Science/ML,United Kingdom,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59182,59183,Full-Stack Developer,United States,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
59183,59184,Others,Others,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59184,59185,Others,Others,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,
59187,59188,Academic Researcher,South Africa,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59188,59189,Full-Stack Developer,Greece,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,
59189,59190,Full-Stack Developer,United States,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,
59191,59192,Others,Others,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59194,59195,Mobile App Developer,United States,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,
59198,59199,Others,Switzerland,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
59200,59201,Others,Others,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
59201,59202,Back-End Developer,Russia,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
59204,59205,Others,Others,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59205,59206,Back-End Developer,Pakistan,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
59209,59210,Back-End Developer,United Kingdom,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59211,59212,Academic Researcher,Turkey,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
59213,59214,Others,Indonesia,1.0,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,
59216,59217,Back-End Developer,United States,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
59217,59218,Back-End Developer,United States,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59220,59221,Full-Stack Developer,United States,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
59221,59222,Back-End Developer,Russia,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59226,59227,Game Developer,Sweden,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
59229,59230,Full-Stack Developer,Poland,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59230,59231,Academic Researcher,United States,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
59231,59232,Cloud Engineer,United Kingdom,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
59235,59236,Back-End Developer,United Kingdom,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59236,59237,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59237,59238,Others,Singapore,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
59238,59239,Full-Stack Developer,India,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
59242,59243,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59244,59245,Back-End Developer,France,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,
59245,59246,Software Engineer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59246,59247,Full-Stack Developer,United States,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,
59250,59251,Project Manager,Ukraine,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
59251,59252,Full-Stack Developer,France,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,1.0,
59253,59254,Back-End Developer,United Kingdom,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59257,59258,Full-Stack Developer,United States,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
59258,59259,ML Engineer,Switzerland,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59259,59260,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59267,59268,Others,United States,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
59268,59269,Full-Stack Developer,United States,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
59270,59271,Professional Researcher,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59274,59275,Project Manager,Spain,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59275,59276,Academic Researcher,China,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
59278,59279,Full-Stack Developer,Belgium,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
59279,59280,Front-End Developer,Bulgaria,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59280,59281,Back-End Developer,Cyprus,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
59281,59282,Front-End Developer,United States,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
59283,59284,Others,Others,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59286,59287,Full-Stack Developer,United States,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,
59289,59290,Full-Stack Developer,Sweden,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
59296,59297,Software Engineer,United States,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59299,59300,Front-End Developer,Germany,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
59300,59301,Project Manager,United States,1.0,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,
59302,59303,Front-End Developer,Italy,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
59308,59309,Others,Others,1.0,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
59309,59310,Others,Others,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
59310,59311,Data Analyst,Others,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
59311,59312,UI/UX Designer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59312,59313,Software Engineer,Kenya,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
59314,59315,Others,Others,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
59315,59316,Others,Others,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59317,59318,Full-Stack Developer,United States,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
59318,59319,Cyber Security,Mexico,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
59320,59321,Front-End Developer,Canada,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
59322,59323,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59323,59324,Front-End Developer,United States,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59326,59327,Full-Stack Developer,United States,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
59327,59328,Academic Researcher,Czech Republic,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
59328,59329,Others,Others,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59335,59336,Professional Researcher,Germany,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
59336,59337,Full-Stack Developer,United States,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0
59337,59338,Full-Stack Developer,United States,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
59339,59340,Others,Others,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,
59340,59341,Mobile App Developer,Brazil,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
59343,59344,Full-Stack Developer,Turkey,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,
59350,59351,Others,Others,,,,1.0,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,
59351,59352,Full-Stack Developer,United States,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
59352,59353,Front-End Developer,United States,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59355,59356,Full-Stack Developer,Iran,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,1.0,,1.0,,1.0,,
59358,59359,Back-End Developer,Argentina,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59359,59360,Software Engineer,Portugal,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59362,59363,Others,Others,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
59363,59364,Full-Stack Developer,Armenia,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
59365,59366,Front-End Developer,United Kingdom,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
59367,59368,Academic Researcher,Syria,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
59368,59369,Others,United States,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
59369,59370,Others,Others,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
59370,59371,Others,Others,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,
59372,59373,Others,Others,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,
59373,59374,Others,Others,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
59374,59375,Back-End Developer,United States,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
59375,59376,Others,Others,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
59380,59381,Others,Others,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59381,59382,Others,Others,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,
59383,59384,DevOps Engineer,Others,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59384,59385,Data Engineer,United States,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59387,59388,Project Manager,United States,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
59388,59389,Academic Researcher,United States,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
59395,59396,Others,Others,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59397,59398,Full-Stack Developer,Ukraine,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
59405,59406,Full-Stack Developer,New Zealand,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
59406,59407,DevOps Engineer,United States,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
59407,59408,Back-End Developer,India,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
59409,59410,Project Manager,Romania,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59410,59411,Project Manager,United States,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,
59411,59412,Others,Others,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59412,59413,Front-End Developer,Netherlands,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59415,59416,Full-Stack Developer,United States,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59417,59418,Others,United States,1.0,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,
59423,59424,Academic Researcher,Indonesia,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,
59425,59426,Full-Stack Developer,United States,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59426,59427,Front-End Developer,Brazil,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59427,59428,Academic Researcher,United States,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
59428,59429,Others,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59429,59430,ML Engineer,Netherlands,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59431,59432,Project Manager,United Kingdom,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59441,59442,Full-Stack Developer,Germany,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59442,59443,Academic Researcher,Switzerland,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
59449,59450,Professional Researcher,United States,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59450,59451,Academic Researcher,South Africa,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59453,59454,Mobile App Developer,United States,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
59454,59455,Data Science/ML,Spain,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
59457,59458,Data Analyst,Costa Rica,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
59460,59461,Full-Stack Developer,United States,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
59462,59463,Professional Researcher,United States,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59463,59464,Full-Stack Developer,Brazil,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
59464,59465,Data Science/ML,United States,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
59467,59468,ML Engineer,India,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,
59470,59471,Others,Others,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59471,59472,Project Manager,United States,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
59475,59476,Others,Others,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59476,59477,UI/UX Designer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59486,59487,Software Engineer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59488,59489,Full-Stack Developer,Germany,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
59490,59491,Academic Researcher,Ethiopia,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
59493,59494,Software Engineer,United States,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
59494,59495,Others,Russia,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
59497,59498,Back-End Developer,Spain,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59499,59500,Project Manager,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59500,59501,Back-End Developer,Brazil,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59501,59502,Full-Stack Developer,Brazil,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,
59503,59504,Full-Stack Developer,Canada,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
59504,59505,Back-End Developer,United States,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,
59505,59506,Others,Others,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,
59510,59511,Full-Stack Developer,United States,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,
59511,59512,Full-Stack Developer,United Kingdom,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,
59513,59514,System Administrator,Czech Republic,1.0,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,
59514,59515,Full-Stack Developer,Mexico,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
59519,59520,Others,Others,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59521,59522,Full-Stack Developer,United Kingdom,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
59523,59524,Others,Others,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
59525,59526,Others,Others,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
59529,59530,Back-End Developer,Georgia,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
59535,59536,Project Manager,United States,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
59538,59539,Academic Researcher,Sweden,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
59539,59540,Others,Others,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
59541,59542,Others,Others,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59542,59543,Others,Others,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59543,59544,Full-Stack Developer,Luxembourg,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
59544,59545,Game Developer,Germany,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,
59548,59549,Back-End Developer,Canada,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59549,59550,Full-Stack Developer,Norway,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
59550,59551,Back-End Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59551,59552,Full-Stack Developer,Norway,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59555,59556,Full-Stack Developer,Germany,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59557,59558,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59560,59561,Front-End Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59562,59563,Full-Stack Developer,Netherlands,1.0,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,
59564,59565,Full-Stack Developer,Greece,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59565,59566,Full-Stack Developer,Japan,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
59566,59567,Others,Others,1.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,
59567,59568,Full-Stack Developer,Germany,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
59568,59569,Others,Others,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59569,59570,Full-Stack Developer,Ukraine,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59570,59571,Others,United States,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
59577,59578,Academic Researcher,United States,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
59580,59581,Others,Others,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59581,59582,Academic Researcher,United States,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
59584,59585,Others,Others,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59588,59589,Others,United States,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
59590,59591,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59597,59598,Others,Others,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59601,59602,Software Engineer,Sweden,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59607,59608,Full-Stack Developer,Netherlands,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59612,59613,Others,Others,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
59613,59614,Full-Stack Developer,Austria,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
59618,59619,Full-Stack Developer,Germany,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,
59622,59623,Front-End Developer,Brazil,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59626,59627,Project Manager,Kenya,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59627,59628,Back-End Developer,Mexico,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
59630,59631,Others,Others,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59633,59634,Others,Others,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
59634,59635,Full-Stack Developer,Poland,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59637,59638,Others,Others,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
59639,59640,Full-Stack Developer,Italy,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,
59640,59641,Others,Others,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,
59646,59647,Academic Researcher,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59648,59649,Others,Others,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59652,59653,Others,Others,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
59659,59660,System Administrator,United States,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
59662,59663,Others,Others,1.0,,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,1.0
59663,59664,DevOps Engineer,United States,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
